pcbasn,voldc,volpoe,login,bspver,irver,sensever,ir,rs485,sense,rs232,relay,audio,usb2.0,usb3.0,wifipower,iperfeth,ethmac,wifimac,SNID,LED,HDMI,reset,power
30398X989210900416,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0556,P,P,-17.42,153.0,F8-57-2E-06-0F-E5,CC-4B-73-F4-C3-A6,EL01491A-89210900416,P,P,P,P
30398X989210900383,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05421,P,P,-16.25,143.0,F8-57-2E-06-0F-E6,CC-4B-73-F4-C4-02,EL01491A-89210900383,P,P,P,P
30398X989210900386,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0572,P,P,-15.8,165.0,F8-57-2E-06-0F-E7,CC-4B-73-F4-C3-DA,EL01491A-89210900386,P,P,P,P
30398X989210900311,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05028,P,P,-15.73,156.0,F8-57-2E-06-0F-E8,CC-4B-73-F4-A3-2E,EL01491A-89210900311,P,P,P,P
30398X989210900430,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05408,P,P,-15.95,153.0,F8-57-2E-06-0F-E9,CC-4B-73-F4-C3-AC,EL01491A-89210900430,P,P,P,P
30398X989210900364,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05681,P,P,-15.88,141.0,F8-57-2E-06-0F-EA,CC-4B-73-F4-93-F4,EL01491A-89210900364,P,P,P,P
30398X989210900341,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05476,P,P,-15.91,138.0,F8-57-2E-06-0F-EB,CC-4B-73-F4-B3-9A,EL01491A-89210900341,P,P,P,P
30398X989210900340,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05964,P,P,-15.27,153.0,F8-57-2E-06-0F-EC,CC-4B-73-F4-93-A4,EL01491A-89210900340,P,P,P,P
30398X989210900310,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0613,P,P,-16.02,165.0,F8-57-2E-06-0F-ED,CC-4B-73-F4-A3-9A,EL01491A-89210900310,P,P,P,P
30398X989210900212,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05495,P,P,-16.07,155.0,F8-57-2E-06-0F-EE,CC-4B-73-F4-93-AE,EL01491A-89210900212,P,P,P,P
30398X989210900326,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05467,P,P,-15.74,159.0,F8-57-2E-06-0F-EF,CC-4B-73-F4-B3-C0,EL01491A-89210900326,P,P,P,P
30398X989210900427,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06297,P,P,-14.96,143.0,F8-57-2E-06-0F-F0,CC-4B-73-F4-C3-A8,EL01491A-89210900427,P,P,P,P
30398X989210900359,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05894,P,P,-14.94,131.0,F8-57-2E-06-0F-F1,CC-4B-73-F4-A3-C8,EL01491A-89210900359,P,P,P,P
30398X989210900301,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.0652,P,P,-16.27,137.0,F8-57-2E-06-0F-F2,CC-4B-73-F4-A3-68,EL01491A-89210900301,P,P,P,P
30398X989210900397,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06216,P,P,-16.54,143.0,F8-57-2E-06-0F-F3,CC-4B-73-F4-C3-8E,EL01491A-89210900397,P,P,P,P
30398X989210900365,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05492,P,P,-16.77,153.0,F8-57-2E-06-0F-F4,CC-4B-73-F3-CD-A0,EL01491A-89210900365,P,P,P,P
30398X989210900425,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06059,P,P,-15.98,152.0,F8-57-2E-06-0F-F5,CC-4B-73-F4-C3-C0,EL01491A-89210900425,P,P,P,P
30398X989210900422,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06257,P,P,-16.65,169.0,F8-57-2E-06-0F-F6,CC-4B-73-F4-A3-D2,EL01491A-89210900422,P,P,P,P
30398X989210900392,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05888,P,P,-17.29,153.0,F8-57-2E-06-0F-F7,CC-4B-73-F4-C3-92,EL01491A-89210900392,P,P,P,P
30398X989210900294,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0535,P,P,-15.53,153.0,F8-57-2E-06-0F-F8,CC-4B-73-F4-B3-90,EL01491A-89210900294,P,P,P,P
30398X989210900409,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05282,P,P,-17.11,161.0,F8-57-2E-06-0F-F9,CC-4B-73-F4-C3-96,EL01491A-89210900409,P,P,P,P
30398X989210900293,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05197,P,P,-15.39,159.0,F8-57-2E-06-0F-FA,CC-4B-73-F4-B3-62,EL01491A-89210900293,P,P,P,P
30398X989210900329,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06044,P,P,-17.0,170.0,F8-57-2E-06-0F-FB,CC-4B-73-F4-A3-26,EL01491A-89210900329,P,P,P,P
30398X989210900363,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05521,P,P,-15.91,156.0,F8-57-2E-06-0F-FC,CC-4B-73-F4-B3-5E,EL01491A-89210900363,P,P,P,P
30398X989210900289,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06373,P,P,-15.76,168.0,F8-57-2E-06-0F-FD,CC-4B-73-F4-B3-AC,EL01491A-89210900289,P,P,P,P
30398X989210900303,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06065,P,P,-16.91,157.0,F8-57-2E-06-0F-FE,CC-4B-73-F4-A3-80,EL01491A-89210900303,P,P,P,P
30398X989210900400,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05709,P,P,-16.83,157.0,F8-57-2E-06-0F-FF,CC-4B-73-F4-C3-BA,EL01491A-89210900400,P,P,P,P
30398X989210900302,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05492,P,P,-15.83,156.0,F8-57-2E-06-10-00,CC-4B-73-F4-A3-78,EL01491A-89210900302,P,P,P,P
30398X989210900287,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05986,P,P,-16.34,159.0,F8-57-2E-06-10-01,CC-4B-73-F3-CD-AC,EL01491A-89210900287,P,P,P,P
30398X989210900424,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05019,P,P,-16.76,154.0,F8-57-2E-06-10-02,CC-4B-73-F4-C3-7C,EL01491A-89210900424,P,P,P,P
30398X989210900145,P,P,P,20210217.150252,03-00-00-03,"ngth=-1,buf",P,P,P,P,P,0.06274,P,P,-16.02,140.0,F8-57-2E-06-10-03,CC-4B-73-F4-B3-D0,EL01491A-89210900145,P,P,P,P
30398X989210900368,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0553,P,P,-16.13,146.0,F8-57-2E-06-10-04,CC-4B-73-F4-C3-80,EL01491A-89210900368,P,P,P,P
30398X989210900275,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05454,P,P,-15.76,165.0,F8-57-2E-06-10-05,CC-4B-73-F4-A3-8A,EL01491A-89210900275,P,P,P,P
30398X989210900278,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.055,P,P,-17.14,150.0,F8-57-2E-06-10-06,CC-4B-73-F4-A4-10,EL01491A-89210900278,P,P,P,P
30398X989210900277,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05836,P,P,-16.78,168.0,F8-57-2E-06-10-07,CC-4B-73-F4-A4-00,EL01491A-89210900277,P,P,P,P
30398X989210900026,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06023,P,P,-17.08,149.0,F8-57-2E-06-10-08,CC-4B-73-F4-C4-12,EL01491A-89210900026,P,P,P,P
30398X989210900142,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05959,P,P,-16.53,171.0,F8-57-2E-06-10-09,CC-4B-73-F4-93-6A,EL01491A-89210900142,P,P,P,P
30398X989210900306,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05998,P,P,-15.92,172.0,F8-57-2E-06-10-0A,CC-4B-73-F4-B3-C6,EL01491A-89210900306,P,P,P,P
30398X989210900085,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05759,P,P,-17.31,152.0,F8-57-2E-06-10-0B,CC-4B-73-F4-93-4A,EL01491A-89210900085,P,P,P,P
30398X989210900193,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06003,P,P,-18.69,152.0,F8-57-2E-06-10-0C,CC-4B-73-F4-A3-DE,EL01491A-89210900193,P,P,P,P
30398X989210900246,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05375,P,P,-16.47,161.0,F8-57-2E-06-10-0D,CC-4B-73-F4-B3-4E,EL01491A-89210900246,P,P,P,P
30398X989210900355,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05644,P,P,-16.59,149.0,F8-57-2E-06-10-0E,CC-4B-73-F4-93-D2,EL01491A-89210900355,P,P,P,P
30398X989210900402,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05717,P,P,-16.68,153.0,F8-57-2E-06-10-0F,CC-4B-73-F4-C3-B0,EL01491A-89210900402,P,P,P,P
30398X989210900283,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05012,P,P,-16.31,148.0,F8-57-2E-06-10-10,CC-4B-73-F4-B3-BE,EL01491A-89210900283,P,P,P,P
30398X989210900375,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05822,P,P,-16.54,168.0,F8-57-2E-06-10-11,CC-4B-73-F4-A3-A2,EL01491A-89210900375,P,P,P,P
30398X989210900046,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05407,P,P,-16.46,137.0,F8-57-2E-06-10-12,CC-4B-73-F4-84-D0,EL01491A-89210900046,P,P,P,P
30398X989210900414,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05614,P,P,-15.14,148.0,F8-57-2E-06-10-13,CC-4B-73-F4-C3-9C,EL01491A-89210900414,P,P,P,P
30398X989210900073,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05892,P,P,-15.84,152.0,F8-57-2E-06-10-14,CC-4B-73-F4-B3-70,EL01491A-89210900073,P,P,P,P
30398X989210900328,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06886,P,P,-15.68,165.0,F8-57-2E-06-10-15,CC-4B-73-F3-CD-9C,EL01491A-89210900328,P,P,P,P
30398X989210900358,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05375,P,P,-17.35,168.0,F8-57-2E-06-10-16,CC-4B-73-F4-A3-A0,EL01491A-89210900358,P,P,P,P
30398X989210900376,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05899,P,P,-16.1,153.0,F8-57-2E-06-10-17,CC-4B-73-F4-B3-A2,EL01491A-89210900376,P,P,P,P
30398X989210900058,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05746,P,P,-16.16,165.0,F8-57-2E-06-10-18,CC-4B-73-F4-93-DA,EL01491A-89210900058,P,P,P,P
30398X989210900304,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05618,P,P,-15.83,156.0,F8-57-2E-06-10-19,CC-4B-73-F4-A3-94,EL01491A-89210900304,P,P,P,P
30398X989210900380,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06409,P,P,-19.06,172.0,F8-57-2E-06-10-1A,CC-4B-73-F4-B3-AA,EL01491A-89210900380,P,P,P,P
30398X989210900374,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05112,P,P,-14.75,170.0,F8-57-2E-06-10-1B,CC-4B-73-F4-93-BE,EL01491A-89210900374,P,P,P,P
30398X989210900339,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05791,P,P,-15.47,155.0,F8-57-2E-06-10-1C,CC-4B-73-F4-B3-B2,EL01491A-89210900339,P,P,P,P
30398X989210900423,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05796,P,P,-16.68,154.0,F8-57-2E-06-10-1D,CC-4B-73-F4-C3-DC,EL01491A-89210900423,P,P,P,P
30398X989210900678,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05663,P,P,-15.65,156.0,F8-57-2E-06-10-1E,CC-4B-73-F4-B4-18,EL01491A-89210900678,P,P,P,P
30398X989210900610,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05733,P,P,-17.09,155.0,F8-57-2E-06-10-1F,CC-4B-73-F4-E3-F8,EL01491A-89210900610,P,P,P,P
30398X989210900608,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05938,P,P,-16.94,157.0,F8-57-2E-06-10-20,CC-4B-73-F4-E3-CC,EL01491A-89210900608,P,P,P,P
30398X989210900417,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05793,P,P,-17.29,152.0,F8-57-2E-06-10-21,CC-4B-73-F4-C3-A0,EL01491A-89210900417,P,P,P,P
30398X989210900599,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05567,P,P,-17.17,154.0,F8-57-2E-06-10-22,CC-4B-73-F4-B3-F2,EL01491A-89210900599,P,P,P,P
30398X989210900406,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05741,P,P,-15.53,166.0,F8-57-2E-06-10-23,CC-4B-73-F4-A3-B8,EL01491A-89210900406,P,P,P,P
30398X989210900267,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0591,P,P,-15.78,157.0,F8-57-2E-06-10-24,CC-4B-73-F4-A4-1C,EL01491A-89210900267,P,P,P,P
30398X989210900441,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05268,P,P,-16.66,149.0,F8-57-2E-06-10-25,CC-4B-73-F4-B3-5C,EL01491A-89210900441,P,P,P,P
30398X989210900510,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05632,P,P,-15.85,148.0,F8-57-2E-06-10-26,CC-4B-73-F3-B2-12,EL01491A-89210900510,P,P,P,P
30398X989210900621,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05682,P,P,-15.52,167.0,F8-57-2E-06-10-27,CC-4B-73-F3-CD-B0,EL01491A-89210900621,P,P,P,P
30398X989210900126,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05756,P,P,-15.2,144.0,F8-57-2E-06-10-28,CC-4B-73-F4-93-6E,EL01491A-89210900126,P,P,P,P
30398X989210900639,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05704,P,P,-16.55,170.0,F8-57-2E-06-10-29,CC-4B-73-F4-D4-5C,EL01491A-89210900639,P,P,P,P
30398X989210900624,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06098,P,P,-15.85,153.0,F8-57-2E-06-10-2A,CC-4B-73-F4-D4-40,EL01491A-89210900624,P,P,P,P
30398X989210900605,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06106,P,P,-15.77,149.0,F8-57-2E-06-10-2B,CC-4B-73-F4-E4-10,EL01491A-89210900605,P,P,P,P
30398X989210900645,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05982,P,P,-16.26,145.0,F8-57-2E-06-10-2C,CC-4B-73-F4-D4-4C,EL01491A-89210900645,P,P,P,P
30398X989210900640,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05133,P,P,-15.7,167.0,F8-57-2E-06-10-2D,CC-4B-73-F4-E3-D2,EL01491A-89210900640,P,P,P,P
30398X989210900517,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05999,P,P,-15.7,153.0,F8-57-2E-06-10-2E,CC-4B-73-F3-CD-20,EL01491A-89210900517,P,P,P,P
30398X989210900290,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05997,P,P,-15.89,172.0,F8-57-2E-06-10-2F,CC-4B-73-F4-A3-1E,EL01491A-89210900290,P,P,P,P
30398X989210900234,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05686,P,P,-15.01,155.0,F8-57-2E-06-10-30,CC-4B-73-F4-84-AE,EL01491A-89210900234,P,P,P,P
30398X989210900098,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05605,P,P,-16.62,170.0,F8-57-2E-06-10-31,CC-4B-73-F4-93-4E,EL01491A-89210900098,P,P,P,P
30398X989210900232,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0604,P,P,-16.58,153.0,F8-57-2E-06-10-32,CC-4B-73-F4-A4-08,EL01491A-89210900232,P,P,P,P
30398X989210900519,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06368,P,P,-15.7,168.0,F8-57-2E-06-10-33,CC-4B-73-F3-CD-BA,EL01491A-89210900519,P,P,P,P
30398X989210900119,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05197,P,P,-16.93,150.0,F8-57-2E-06-10-34,CC-4B-73-F4-93-92,EL01491A-89210900119,P,P,P,P
30398X989210900276,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05885,P,P,-15.54,168.0,F8-57-2E-06-10-35,CC-4B-73-F4-A3-F6,EL01491A-89210900276,P,P,P,P
30398X989210900384,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0572,P,P,-15.89,164.0,F8-57-2E-06-10-36,CC-4B-73-F4-C3-D6,EL01491A-89210900384,P,P,P,P
30398X989210900296,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.04671,P,P,-16.08,156.0,F8-57-2E-06-10-37,CC-4B-73-F4-B3-C2,EL01491A-89210900296,P,P,P,P
30398X989210900563,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05747,P,P,-15.86,155.0,F8-57-2E-06-10-38,CC-4B-73-F4-A3-4C,EL01491A-89210900563,P,P,P,P
30398X989210900305,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05474,P,P,-17.0,171.0,F8-57-2E-06-10-39,CC-4B-73-F4-93-EC,EL01491A-89210900305,P,P,P,P
30398X989210900309,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06002,P,P,-15.88,158.0,F8-57-2E-06-10-3A,CC-4B-73-F3-CD-10,EL01491A-89210900309,P,P,P,P
30398X989210900548,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05126,P,P,-15.4,155.0,F8-57-2E-06-10-3B,CC-4B-73-F4-A3-48,EL01491A-89210900548,P,P,P,P
30398X989210900506,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06253,P,P,-16.37,169.0,F8-57-2E-06-10-3C,CC-4B-73-F3-CD-4A,EL01491A-89210900506,P,P,P,P
30398X989210900466,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05439,P,P,-15.58,131.0,F8-57-2E-06-10-3D,CC-4B-73-F4-C3-6C,EL01491A-89210900466,P,P,P,P
30398X989210900461,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06432,P,P,-16.31,166.0,F8-57-2E-06-10-3E,CC-4B-73-F4-B4-3A,EL01491A-89210900461,P,P,P,P
30398X989210900396,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0611,P,P,-15.37,155.0,F8-57-2E-06-10-3F,CC-4B-73-F4-C3-78,EL01491A-89210900396,P,P,P,P
30398X989210900564,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05867,P,P,-16.34,142.0,F8-57-2E-06-10-40,CC-4B-73-F4-B4-00,EL01491A-89210900564,P,P,P,P
30398X989210900312,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05867,P,P,-16.01,154.0,F8-57-2E-06-10-41,CC-4B-73-F4-A3-2C,EL01491A-89210900312,P,P,P,P
30398X989210900476,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.06085,P,P,-16.45,167.0,F8-57-2E-06-10-42,CC-4B-73-F4-84-CA,EL01491A-89210900476,P,P,P,P
30398X989210900398,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0582,P,P,-16.71,145.0,F8-57-2E-06-10-43,CC-4B-73-F4-C3-9E,EL01491A-89210900398,P,P,P,P
30398X989210900410,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0527,P,P,-16.71,171.0,F8-57-2E-06-10-44,CC-4B-73-F4-C3-94,EL01491A-89210900410,P,P,P,P
30398X989210900323,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.059,P,P,-15.69,157.0,F8-57-2E-06-10-45,CC-4B-73-F4-A3-1C,EL01491A-89210900323,P,P,P,P
30398X989210900295,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05595,P,P,-16.38,157.0,F8-57-2E-06-10-46,CC-4B-73-F4-B3-A6,EL01491A-89210900295,P,P,P,P
30398X989210900509,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05653,P,P,-17.22,171.0,F8-57-2E-06-10-47,CC-4B-73-F3-CD-4C,EL01491A-89210900509,P,P,P,P
30398X989210900532,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06253,P,P,-17.12,155.0,F8-57-2E-06-10-48,CC-4B-73-F3-CD-5C,EL01491A-89210900532,P,P,P,P
30398X989210900641,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05259,P,P,-15.25,159.0,F8-57-2E-06-10-49,CC-4B-73-F4-B3-44,EL01491A-89210900641,P,P,P,P
30398X989210900597,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0554,P,P,-17.04,156.0,F8-57-2E-06-10-4A,CC-4B-73-F4-B3-FA,EL01491A-89210900597,P,P,P,P
30398X989210900521,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05842,P,P,-15.7,152.0,F8-57-2E-06-10-4B,CC-4B-73-F4-A3-2A,EL01491A-89210900521,P,P,P,P
30398X989210900495,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06546,P,P,-16.23,130.0,F8-57-2E-06-10-4C,CC-4B-73-F3-B2-0C,EL01491A-89210900495,P,P,P,P
30398X989210900596,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.0584,P,P,-18.93,156.0,F8-57-2E-06-10-4D,CC-4B-73-F4-E4-0A,EL01491A-89210900596,P,P,P,P
30398X989210900618,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06008,P,P,-16.87,164.0,F8-57-2E-06-10-4E,CC-4B-73-F3-CD-9E,EL01491A-89210900618,P,P,P,P
30398X989210900638,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05953,P,P,-15.71,149.0,F8-57-2E-06-10-4F,CC-4B-73-F4-D4-4E,EL01491A-89210900638,P,P,P,P
30398X989210900627,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05895,P,P,-16.38,155.0,F8-57-2E-06-10-50,CC-4B-73-F3-CD-7E,EL01491A-89210900627,P,P,P,P
30398X989210900507,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.11638,P,P,-16.19,167.0,F8-57-2E-06-10-51,CC-4B-73-F3-CD-30,EL01491A-89210900507,P,P,P,P
30398X989210900508,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06415,P,P,-17.07,151.0,F8-57-2E-06-10-52,CC-4B-73-F3-CD-2C,EL01491A-89210900508,P,P,P,P
30398X989210900322,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05257,P,P,-16.77,157.0,F8-57-2E-06-10-53,CC-4B-73-F3-CD-08,EL01491A-89210900322,P,P,P,P
30398X989210900357,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05733,P,P,-16.32,172.0,F8-57-2E-06-10-54,CC-4B-73-F4-A3-A8,EL01491A-89210900357,P,P,P,P
30398X989210900103,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05046,P,P,-15.24,168.0,F8-57-2E-06-10-55,CC-4B-73-F4-B3-B6,EL01491A-89210900103,P,P,P,P
30398X989210900379,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05236,P,P,-15.74,137.0,F8-57-2E-06-10-56,CC-4B-73-F4-B3-9C,EL01491A-89210900379,P,P,P,P
30398X989210900090,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05964,P,P,-16.58,157.0,F8-57-2E-06-10-57,CC-4B-73-F4-B3-F0,EL01491A-89210900090,P,P,P,P
30398X989210900045,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05999,P,P,-16.18,168.0,F8-57-2E-06-10-58,CC-4B-73-F4-93-CE,EL01491A-89210900045,P,P,P,P
30398X989210900395,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05386,P,P,-16.48,151.0,F8-57-2E-06-10-59,CC-4B-73-F4-C3-88,EL01491A-89210900395,P,P,P,P
30398X989210900494,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05694,P,P,-16.54,158.0,F8-57-2E-06-10-5A,CC-4B-73-F3-CD-52,EL01491A-89210900494,P,P,P,P
30398X989210900501,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06147,P,P,-15.36,158.0,F8-57-2E-06-10-5B,CC-4B-73-F4-B4-0C,EL01491A-89210900501,P,P,P,P
30398X989210900362,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05884,P,P,-16.92,156.0,F8-57-2E-06-10-5C,CC-4B-73-F4-B3-68,EL01491A-89210900362,P,P,P,P
